"","GSPAR_IDS","ALTAR_ID","REPORT_YEAR","BASIN_NAME","SUBBASIN_NUMBER","SINGLE_MULTIPLE_AR","ANNUAL_REPORT_AREA","METHOD_USED","TOTAL_WATER_USE","WST_EXPLANATION","WST_GROUNDWATER","WST_OTHER","WST_RECYCLED_WATER","WST_REUSED_WATER","WST_SURFACE_WATER","WUS_AGRICULTURAL","WUS_EXPLANATION","WUS_INDUSTRIAL","WUS_MANAGED_RECHARGE","WUS_MANAGED_WETLANDS","WUS_NATIVE_VEGETATION","WUS_OTHER","WUS_URBAN","sum_used_up","total_water_and_other","total"
"93","133",NA,2021,"CHOWCHILLA","5-022.05","Single Annual Report","Entire Basin","Total Water Use is assumed to be the total volume of water that is applied to land surfaces or that precipitates onto land surfaces. A portion of this water is consumptively ""used"" through evapotranspiration/evaporation. The remaining water is ""used"" to recharge the Subbasin through deep percolation and seepage of runoff.
Groundwater is determined following the methods described in Part B.
Surface water is determined from delivery records (from Districts) and riparian diversion reports (eWRIMS).
Precipitation is determined from PRISM data.",404610,"Precipitation",374360,18820,0,0,11430,392220,"",0,0,0,1050,0,11340,404610,404610,0
"94","135",NA,2021,"COLUSA","5-021.52","Single Annual Report","Entire Basin","Groundwater is determined following the methods described in Part B.
Surface water is determined following the methods described in Part C.
Totals are rounded to nearest TAF, except urban water use which is rounded to nearest 100 AF (substantial meter records).",1895000,"",977000,0,0,0,918000,1782000,"",0,0,103000,0,0,10200,1895200,1895000,-200
"95","90",NA,2021,"CORNING","5-021.51","Single Annual Report","Entire Basin","Estimated agricultural water use from land use map; surface water deliveries are metered in Corning WD and estimated in OUWUA; agricultural groundwater extraction is estimated to make up difference between agricultural water demand and surface water deliveries; groundwater extraction for urban useis metered;  rural residential, industrial, tribal, and small water system groundwater extraction is estimated from per capita water demand and prior reports; GCID groundwater extraction for irrigation supply in Colusa Subbasin is metered.  ",269400,"",257200,0,0,0,12300,264600,"Rural Residential",1500,0,0,0,250,3000,269350,269500,150
"96","109",NA,2021,"COSUMNES","5-022.16","Single Annual Report","Entire Basin","All water source types represented by a combination of metered, reported, and estimated uses.",175800,"",149300,0,1300,0,25200,156600,"",11000,0,0,0,0,8200,175800,175800,0
"97","107",NA,2021,"CUYAMA VALLEY","3-013","Single Annual Report","Entire Basin","Water budgets in the Cuyama Basin GSP were developed using the Cuyama Basin Water Resources Model (CBWRM) model, which is a fully integrated surface and groundwater flow model covering the Basin. The CBWRM was used to develop a historical water budget that evaluated the availability and reliability of past surface water supply deliveries, aquifer response to water supply, and demand trends relative to water year type. For the past three Annual Reports, the CBWRM model was extended to include the 2018 through 2021 water years, utilizing updated land use, temperature, and precipitation  data from those years. ",59300,"",59300,0,0,0,0,59000,"",0,0,0,0,0,300,59300,59300,0
"98","113",NA,2021,"DELTA-MENDOTA","5-022.07","Single Annual Report","Entire Basin","Sum of self-reported volumes from each GSA within the Delta-Mendota Subbasin across six Subbasin GSP regions; Reflects water lost through canal leakage, pipe leakage, and other percolating waters",1583300,"Imported Recycled Water Surface Storage reported from the North Valley Regional Recycled Water Project by Del Puerto Water District, stored in San Luis Reservoir",438400,9700,9300,16100,1109800,1238400,"Imported Recycled Water Surface Storage reported from the North Valley Regional Recycled Water Project by Del Puerto Water District, stored in San Luis Reservoir",3200,0,314900,0,9700,17100,1583300,1583300,0
"99","117",NA,2021,"EAST BAY PLAIN","2-009.04","Single Annual Report","Entire Basin","Metered surface water data reported by local agencies was used to determine the volume of surface water supply. Groundwater extraction was estimated based on previous estimates of pumping developed by Muir (1996), WRIME (2005), and EBMUD (2018) as documented in the GSP.",100001,"",3900,0,3001,0,93100,0,"",17681,0,0,300,0,82020,100001,100001,0
"100","137",NA,2021,"EAST CONTRA COSTA","5-022.19","Single Annual Report","Entire Basin","East Contra Costa Groundwater-Surface Water Simulation Model (ECCSim) developed for the ECC GSP was used to estimate the Basin's water budget. Groundwater demand for agriculture was estimated based on crop water demand that is not met with reported surface water diversions and metered groundwater. City and Irrigation district groundwater wells were metered. Considered reported domestic wells and PWS in the Subbasin and estimated a pumping amount from report values in SWRCB and and annual use per well. Monthly self reported surface water diversions. ",229219,"",42094,0,1084,0,186040,193170,"",0,0,0,0,0,33665,226835,229218,2383
"101","131",NA,2021,"EAST SIDE AQUIFER","3-004.02","Single Annual Report","Entire Basin","Groundwater extraction data were received from MCWRA and filtered by location for the Eastside Aquifer Subbasin. The same process was followed for surface water diversions downloaded from the SWRCB via eWRIMS. Many growers and residents noted that some irrigation is reported both to SWRCB as surface water diversions and to MCWRA as groundwater pumping. To avoid double counting, all surface water reported as a Statement of Diversion and Use are excluded from the total surface water use. In WY 2021, approximately 400 AF/yr. of the surface water diversions reported to eWRIMS were reported as a Statement of Diversion and Use and no other surface water use was reported.",82000,"",82000,0,0,0,0,68800,"",0,0,0,0,0,13200,82000,82000,0
"102","86",NA,2021,"EASTERN SAN JOAQUIN","5-022.01","Single Annual Report","Entire Basin","Total water use is the sum of groundwater use (Part A) and surface water use (Part C).",1383924,"",809327,0,0,0,574597,1269126,"",0,0,0,0,0,144799,1413925,1383924,-30001
"103","174",NA,2021,"EEL RIVER VALLEY","1-010","Single Annual Report","Entire Basin","Meters and Land Use",18096,"",17188,0,0,0,908,14848,"Cannabis irrigation and domestic rural",34,0,0,0,512,2702,18096,18096,0
"104","154",NA,2021,"ELSINORE VALLEY","8-004.01","Single Annual Report","Entire Basin","Calculated the total from each water source and total water applied to water use sector from measured metered data collected by EVMWD",30919,"",4147,0,7791,0,18954,336,"",0,0,6455,0,0,24128,30919,30892,-27
"105","142",NA,2021,"ENTERPRISE","5-006.04","Single Annual Report","Entire Basin","Direct measurement via flowmeters and estimates from EAGSA model.",61219,"",22089,0,0,0,39130,30973,"",0,0,0,1,0,30245,61219,61219,0
"106","116",NA,2021,"FILLMORE","4-004.05","Single Annual Report","Entire Basin","Domestic, Electrical Efficiency, Water Meter, Weir, Estimated from previously reported diversions",56889,"",56787,0,0,0,102,54263,"",0,0,0,0,0,2626,56889,56889,0
"107","128",NA,2021,"FOREBAY AQUIFER","3-004.04","Single Annual Report","Entire Basin","Groundwater extraction data were received from MCWRA and filtered by location for the Forebay Aquifer Subbasin. The same process was followed for surface water diversions downloaded from the SWRCB via eWRIMS. Many growers and residents noted that some irrigation is reported both to SWRCB as surface water diversions and to MCWRA as groundwater pumping. To avoid double counting, all surface water reported as a Statement of Diversion and Use are excluded from the total surface water use, except that diverted by Clark Colony Water Company (CCWC). In other words, the total surface water use includes only the CCWC diversions, which were approximately 1,500 AF/yr. in WY 2021, and appropriative surface water diversions reported to eWRIMS. In WY 2021, approximately 16,400 AF/yr. of the surface water diversions reported to eWRIMS were reported as a Statement of Diversion and Use (inclusive of CCWC's diversion) and 0 AF/yr. were reported as Appropriative.",151900,"",150400,0,0,0,1500,144300,"",0,0,0,0,0,7600,151900,151900,0
"108","160",NA,2021,"INDIAN WELLS VALLEY","6-054","Single Annual Report","Entire Basin","Water meters, electrical meters, population estimates, land use estimates, other estimates",22100,"",20800,0,1300,0,0,9010,"Other includes Federal Use: (1,770 AF), Domestic/Mutual/Co-Ops: (1,420 AF), and recycled water percolation/habitat support (790 AF).",2180,0,0,0,3980,6930,22100,22100,0
"109","",54,2021,"INDIO","7-021.01","Single Annual Report","Entire Basin","99% metered, 1% estimated",582755,"Colorado River Water",283163,284874,14000,0,719,292767,"Other category refers to the unmetered groundwater pumping for domestic uses. Includes only water use in the Subbasin",1288,0,0,0,1500,287201,582756,582756,0
"110","171",NA,2021,"KAWEAH","5-022.11","Single Annual Report","Entire Basin","Sum of groundwater use plus water supplies minus conveyance losses",1120800,"",1036600,0,12300,0,82900,949700,"",21800,5800,0,400,0,64600,1036500,1131800,95300
"111","146",NA,2021,"KERN COUNTY","5-022.14","Single Annual Report","Entire Basin","Meters, Land Use Calculations, Groundwater Model",3267023,"",2471156,0,51926,121,774033,2467092,"Banking Recovery, exchanges and pumpins",0,74887,18036,0,491137,215870,3192135,3297236,105101
"112","155",NA,2021,"KINGS","5-022.08","Single Annual Report","Entire Basin","Sum of all water supplies",2628101,"Riparian water diversions",2293436,30099,9252,0,295314,2317832,"JID Wells Pumped in McMullin GSA",0,21601,0,0,42310,246358,2606500,2628101,21601
"113","129",NA,2021,"LANGLEY AREA","3-004.09","Single Annual Report","Entire Basin","Groundwater extraction and recycled water use numbers were received from MCWRA and filtered by location for the Langley Area Subbasin. The same process was followed for surface water but Salinas River diversions were downloaded from the SWRCB via eWRIMS. In WY 2021, no surface water diversions of any kind were reported to eWRIMS.",1460,"",1460,0,0,0,0,90,"Rural domestic pumping in the Langley Subbasin is estimated by applying a constant rate of 0.3 acre-feet per year (AF/yr.) to all non-vacant residential use parcels that are not located in the service area of a public drinking water system. Based on a review of available data, there are approximately 2,016 non-vacant residential use parcels units located outside the service areas of public drinking water systems in the Subbasin.",0,0,0,0,600,770,1460,1460,0
"114","106",NA,2021,"LAS POSAS VALLEY","4-008","Single Annual Report","Entire Basin","meters, reported sales",49570,"",38762,0,1244,0,9564,36860,"domestic",0,0,0,0,124,12586,49570,49570,0
"115","",55,2021,"LIVERMORE VALLEY","2-010","Single Annual Report","Entire Basin","Sum of groundwater, surface water, and recycled water.",58635,"",22747,0,8215,0,27673,6454,"Golf",0,235,0,0,269,51912,58635,58635,0
"116","",59,2021,"LLAGAS AREA","3-003.01","Single Annual Report","Entire Basin","Metered (most use) or estimated using table of average uses or crop factors (estimated groundwater use). Note - Industrial use for all water sources except recycled water is grouped with municipal use under Urban water use sector. The distribution of 2,200 AF of recycled water in the various water use sectors is based on the distribution ratio from 2020 data because the 2021 data is not available yet.",46400,"",43600,0,2200,0,600,25280,"",1070,17200,0,0,0,20050,46400,46400,0
"117","88",NA,2021,"LOS MOLINOS","5-021.56","Single Annual Report","Entire Basin","Groundwater extraction was obtained from modeled results and Application of CVP and local surface water supplies for agricultural uses was quantified by specifying monthly diversions in Tehama IHM. Monthly diversion volumes were summarized or estimated and were then applied to groups of model elements that approximately correspond to the district service area or application area where that water is used. Deliveries were calculated by Tehama IHM as the water supply used to meet simulated crop water demands, after accounting for seepage and evaporation of the diverted supply. The surface water supplies used by native vegetation were calculated within Tehama IHM as the volume of surface water available to meet native vegetation water demand within each element in each month. All surface water supplies used by native vegetation are assumed to be local supplies. There is no noted use of surface water for urban use in the Tehama County subbasins.",76490,"",43490,0,0,0,33000,73000,"",0,0,0,2500,0,990,76490,76490,0
"118","134,163,173,175",NA,2021,"MADERA","5-022.06","Multiple Annual Reports","Entire Basin","Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",674462,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",597040,42280,119,0,35142,618602,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",0,119,0,11050,0,44420,674072,674581,509
"119","108",NA,2021,"MERCED","5-022.04","Single Annual Report","Entire Basin","Total water use is a simple sum (by sector) of the groundwater use and total surface water available for use. Groundwater use was calculated by a mixture of direct measurements, estimates from the MercedWRM, and estimates from Merced National Wildlife Refuge staff. Surface water diversions were measured directly.",1211362,"",800754,0,0,0,410608,1144883,"",0,0,15817,0,0,50663,1211363,1211362,-1
"120","",53,2021,"MISSION CREEK","7-021.02","Single Annual Report","Entire Basin","Metered wells and estimate of unmetered well use based on population in areas outside of municipal water service areas. Imported surface water used for groundwater replenishment metered Colorado River Aqueduct Water ",15100,"",15048,0,0,0,52,699,"Undetermined but estimated to be mostly urban use by minimal pumpers who are not required to report producton to Coachella Valley Water District  (<25 AFY) or to Desert Water Agency (<10 AFY)",354,0,0,0,500,13547,15100,15100,0
"121","115",NA,2021,"MODESTO","5-022.02","Single Annual Report","Entire Basin","Groundwater volume was obtained by measurements provided by Agencies or Cities, and by estimates using the Groundwater model C2VSimTM. Surface water supply was obtained by measurements of Agencies, water rights (eWRIMS) data in conjunction with demands simulated by the C2VSimTM model.",631000,"",329100,0,0,0,301900,555900,"",0,0,0,0,0,75100,631000,631000,0
"122","97",NA,2021,"MONTEREY","3-004.10","Single Annual Report","Entire Basin","Based on metered urban and agricultural use, and estimated rural domestic use.",3960,"",3892,0,68,0,0,369,"Rural Domestic (includes parks and golf courses)",0,0,0,0,334,3257,3960,3960,0
"123","123",NA,2021,"MOUND","4-004.03","Single Annual Report","Entire Basin","Metered volumes applied to percentage of service area",14568,"",12944,0,0,0,1624,3983,"",0,0,0,1193,0,9392,14568,14568,0
"124","152",NA,2021,"NAPA VALLEY","2-002.01","Single Annual Report","Entire Basin","Methods used to determine total Subbasin water use include direct measurements made by meters, estimates developed using the Napa Valley Integrated Hydrologic Model, and other estimates made for direct measurements not yet available from other agencies at the time of report preparation. Due to the limited availability of some data obtained from other agencies, such as water use by small public water systems and surface water diversions reported to the SWRCB, Water Year 2021 water use estimates developed for this Annual Report are considered preliminary and subject to revision in subsequent annual reports and GSP updates. Please see the method descriptions provided in other sections of this  Annual Report submittal for additional information.",43820,"",27660,0,1590,0,14570,18530,"Self-Supplied Users (Domestic wells)",0,0,140,4680,3800,16670,43820,43820,0
"125","",58,2021,"NILES CONE","2-009.01","Single Annual Report","Entire Basin","Water Use is metered or gaged by Agency and/or Water Source Type. ACWD sources include local surface water from the Alameda Creek Watershed (measured by stream gage), extracted groundwater (with non-ACWD wells metered through the Replenishment Assessment Program), SWP (metered), SFPUC (metered), Lake Del Valle (metered), and Semitropic Water Storage District (metered). Local surface water from the Alameda Creek Watershed, as well as some SWP and Semitropic Water Storage District water, was used for managed aquifer recharge, which is recovered as groundwater pumping and other groundwater demands. Therefore, the numerical Total Water Use (63,799 AF) is not a net water supply value. Water Use by Non-ACWD Owned/Operated Wells and the City of Hayward Distribution System (via SFPUC) are also metered.",63799,"Includes water imported from the SWP (7,072 AF), SFPUC (10,968 AF), Lake Del Valle (606 AF), Semitropic Water Storage District (10,500 AF), and the City of Hayward Distribution System (via SFPUC) (1,268 AF). Note that some SWP and Semitropic Water Storage District water was used for managed aquifer recharge, which is recovered as groundwater pumping and other groundwater demands.",21527,30414,0,0,11858,31,"""Non-Revenue Water"" (3,673 AF), ""Desal to SF Bay"" (3,218 AF), and ""ARP"" (217 AF) were added as Water Use Sectors to account for water that could not be appropriately categorized under SGMA water use sectors. ""Non-Revenue Water"" is the amount of water supplied to the ACWD distribution system less the summation of meter readings for which customers were billed. Non-Revenue Water includes non-billed consumption (fire flows, distribution system flushing, etc.) plus real and apparent losses. ""Desal to SF Bay"" is brine and brine dilution water discharged from the Desalination Facility as wastewater and discharged to San Francisco Bay. ""ARP"" is the Aquifer Reclamation Program. Groundwater classified under ""ARP"" is water extracted to improve basin water quality, but is not supplied to the Desalination Facility for potable reuse.",5300,13614,0,0,7108,37746,50185,63799,13614
"126","149",NA,2021,"NORTH AMERICAN","5-021.64","Single Annual Report","Entire Basin","Direct through meters and weirs, estimated by groundwater model",630300,"",381300,0,6600,0,242400,423590,"Groundwater remediation pumping",60000,0,0,0,7100,139610,630300,630300,0
"127","98",NA,2021,"NORTH SAN BENITO","3-003.05","Single Annual Report","Entire Basin","Total water use determined by meters and numerical model estimates",117360,"CVP",107513,9421,426,0,0,109530,"",0,0,0,0,0,7830,117360,117360,0
"128","147",NA,2021,"NORTH YUBA","5-021.60","Single Annual Report","Entire Basin","Groundwater extraction is estimated for Urban using metered data received from California Water Service Company for the City of Marysville, Agricultural and Rural Residential are estimated using the Yuba Groundwater Model (YGM), and Agricultural - Deficiency Pumping is based on metered data reported by the Member Units. Surface water is estimated using the YGM and is the amount of surface water diverted to meet agricultural demand. This includes the surface water consumptively used by the crop and the surface water that percolates to the groundwater system as part of the irrigation process. These surface water values differ from diverted amounts in that they do not include conveyance losses and operational flows (the amount diverted at the headgate but not used and spilled at a downstream location).",211070,"",62650,0,0,0,148420,208620,"Rural residential",0,0,0,0,400,2050,211070,211070,0
"129","74",NA,2021,"OXNARD","4-004.02","Single Annual Report","Entire Basin","meters, reported sales, estimate",101270,"",70248,0,1206,0,29816,50994,"Domestic Use",0,12820,0,0,68,37388,88450,101270,12820
"130","",52,2021,"PAJARO VALLEY","3-002.01","Single Annual Report","Entire Basin","Total water use in the Pajaro Valley Basin during water year 2021 was 54,387 acre-feet.   Surface water supply use is measured through direct measurement by flow meters that have an accuracy of +/- 1.5 %.   Metered groundwater use is measured through direct measurement by flow meters that have an accuracy of +/- 5.0 %.  For non-metered commercial production facilities, average annual demand is based off the adopted estimated annual water demand rates for the following land uses: residential (0.5 acre-feet per year [AFY] per dwelling unit), apple orchard (1.0 AFY per cultivated acre), greenhouse operation (4.0 AFY per cultivated acre), mushroom operation (1.5 AFY per 100 tons of mushrooms produced), golf course and other turf (3.2 AFY per acre), non-irrigated agriculture (0.0 AFY per acre), all other agriculture (2.5 AFY per cultivated acre), and all other commercial operations (1.5 AFY per 1.0 acre-feet of wastewater produced).  If a non-metered commercial water production facility serves more than one land use, total annual water production of the facility shall be estimated as the sum of all such uses on the prorated basis of the indices established above.  Total annual demand shall be presumed to be evenly divided between the period of January through June and the period of July through December.  The annual water demand of a water production facility located on residential land and used for residential purposes only is estimated at 0.5 acre-feet per year per dwelling unit served. This demand is based on average annual water use data from rural residential water providers Aromas Water District, Central Water District, and San Andreas Mutual Water Company.",54387,"The Harkins Slough Managed Aquifer Recharge and Recovery Facility diverts surface water from Harkins Slough and conveys it to a recharge basin where it percolates into the surficial aquifer of the San Andreas Terrace located near the coast. PV Water utilizes a series of wells to recover recharged water and delivers it to coastal farms through the Coastal Distribution System.",50974,307,3104,0,2,44198,"Rural Residential - Unmetered water users in rural settings",911,2,0,0,1422,7853,54384,54387,3
"131","138",NA,2021,"PASO ROBLES AREA","3-004.06","Single Annual Report","Entire Basin","Combination of directly measured volumes from Metered Municipal Wells, Metered SW Deliveries, and estimated volumes using the Soil-Water Balance Model and Groundwater Model.",86974,"",82113,0,0,0,4861,75500,"Rural Domestic and Small Public Water System",0,0,0,0,5060,6414,86974,86974,0
"132","157",NA,2021,"PETALUMA VALLEY","2-001","Single Annual Report","Entire Basin","Direct metered for public water supply systems, including municipal, and industrial. Land use estimates for all other users.",14453,"",2993,0,1944,0,9516,4924,"Rural residential, non-municipal public water supply systems, unincorporated area commercial, and irrigated turf for unincorporated area golf courses, cemeteries, and playing fields",182,0,0,0,1584,7763,14453,14453,0
"133","151",NA,2021,"PIRU","4-004.06","Single Annual Report","Entire Basin","Domestic, Electrical Efficiency, Water Meter, Weir, Estimated from previously reported diversions",16535,"",13361,0,0,0,3174,16078,"",0,0,0,0,0,457,16535,16535,0
"134","78",NA,2021,"PLEASANT VALLEY","4-006","Single Annual Report","Entire Basin","meters, reported sales, estimate",33636,"",14367,0,3890,0,15379,19109,"domestic use",0,0,0,0,24,14503,33636,33636,0
"135","89",NA,2021,"RED BLUFF","5-021.50","Single Annual Report","Entire Basin","Groundwater extraction was obtained from modeled results and Application of CVP and local surface water supplies for agricultural uses was quantified by specifying monthly diversions in Tehama IHM. Monthly diversion volumes were summarized or estimated and were then applied to groups of model elements that approximately correspond to the district service area or application area where that water is used. Deliveries were calculated by Tehama IHM as the water supply used to meet simulated crop water demands, after accounting for seepage and evaporation of the diverted supply. The surface water supplies used by native vegetation were calculated within Tehama IHM as the volume of surface water available to meet native vegetation water demand within each element in each month. All surface water supplies used by native vegetation are assumed to be local supplies. There is no noted use of surface water for urban use in the Tehama County subbasins.",149000,"",147900,0,0,0,1100,141100,"",0,0,0,2100,0,5800,149000,149000,0
"136","111",NA,2021,"SAN ANTONIO CREEK VALLEY","3-014","Single Annual Report","Entire Basin","Metered pumping volumes provided by municipal operator(s); 2018 LandIQ/DWR/CNRA state crop map (DWR, 2018B), crop water use factors (GSI and GEI, 2021), and Basin Water Disctrict Assessments (SABWD, 2021); Google Earth aerial survey for rural domestic land use and published groundwater demand factors based on lot size (Tetra Tech, 2010).",22600,"",22600,0,0,0,0,21400,"Rural Domestic",0,0,0,0,170,1000,22570,22600,30
"137","105",NA,2021,"SAN GORGONIO PASS","7-021.04","Single Annual Report","Entire Basin","Estimate",8340,"",8340,0,0,0,0,0,"",1364,0,0,0,0,6976,8340,8340,0
"138","110",NA,2021,"SAN JACINTO","8-005","Single Annual Report","Entire Basin","Combination of metered and estimated usage",109038,"",23410,0,17813,0,67815,18356,"Recycled water used for landscape irrigation and other unspecified applications. ",0,0,4572,0,3138,82972,109038,109038,0
"139","126",NA,2021,"SAN LUIS OBISPO VALLEY","3-009","Single Annual Report","Entire Basin","Surface water is used for municipal purposes by the City of San Luis Obispo, and sources are metered. Small public water systems' groundwater use is metered. Rural domestic groundwater use was estimated based on water use factors and aerial imagery. Agricultural groundwater extractions were estimated using the soil-water balance model.",11728,"",6280,0,0,0,5448,5030,"Small public water systems and rural domestic",0,0,0,0,1250,5448,11728,11728,0
"140","140",NA,2021,"SAN PASQUAL VALLEY","9-010","Single Annual Report","Entire Basin","Groundwater production data and pumping estimates were based on modeled estimates for similar water year types. In addition, a small amount of water is imported from the City of Escondido and one agricultural parcel is irrigated with groundwater from a well outside the Basin (see Appendix I of the GSP).",6781,"Imported Applied Water",6667,114,0,0,0,6778,"",0,0,0,0,0,3,6781,6781,0
"141","",56,2021,"SANTA CLARA","2-009.02","Single Annual Report","Entire Basin","Metered (most use) or estimated using table of average uses or crop factors (estimated groundwater use). Note - Industrial use for all water sources except recycled water is grouped with municipal use under Urban water use sector. The distribution of 15,000 AF of recycled water in the various water use sectors is based on the distribution ratio from 2020 data because the 2021 data is not available yet.",260500,"",95800,0,15000,0,149700,4540,"",6270,51200,0,0,0,249690,260500,260500,0
"142","145",NA,2021,"SANTA CLARA RIVER VALLEY EAST","4-004.07","Single Annual Report","Entire Basin","All water sources and water use sectors are metered, except for the rural domestic water use sector. Some groundwater users (golf courses and agriculture) are metered but data was not yet available for the full water year, so volumes for the 2021 water year were estimated for these water use sectors. ",85582,"",35824,0,466,0,46292,7610,"Rural domestic use was estimated at 500 AF. A small public water system (non-urban) recorded use of 1,431 AF. Golf courses used 1,048 AF. An additional 483 AF was used for groundwater quality remediation pumping.",0,0,0,0,3462,71510,82582,82582,0
"143","99",NA,2021,"SANTA CRUZ MID-COUNTY","3-001","Single Annual Report","Entire Basin","Municipal groundwater use is metered. Soquel Creek WD surface water use is metered. City of Santa Cruz surface water use is estimated based on total City of Santa Cruz metered water demand proportioned in the Santa Cruz Mid-County Basin by land use. Private domestic, agricultutal, and institutional groundwater uses are estimated based on land use.",8670,"",5614,0,0,0,2954,371,"private domestic and institutional",0,0,0,0,851,7448,8670,8568,-102
"144","118",NA,2021,"SANTA MARGARITA","3-027","Single Annual Report","Entire Basin","Municipal groundwater and surface water use is metered. Private domestic, private non-domestic, and industrial groundwater uses are estimated based on land use. Recycled water use is metered by SVWD. ",3993,"Imported for small water system use from neighboring basin.",3151,38,207,0,597,0,"private domestic and non-domestic uses including landscaping and landscape pond filling",25,0,0,0,514,3454,3993,3993,0
"145","114",NA,2021,"SANTA MONICA","4-011.01","Single Annual Report","Entire Basin","Total water use is the combination of reported grounwdater extractions, estimated groundwater extractions, and estimated imported water use. ",66443,"",7222,0,1184,0,58037,0,"Groundwater extracted for remediation of groundwater contamination.",0,0,0,0,180,66263,66443,66443,0
"146","169",NA,2021,"SANTA ROSA PLAIN","1-055.01","Single Annual Report","Entire Basin","Direct metered for public water supply systems, including municipal. Land use estimates for all other users.",46441,"",19800,0,4219,0,22422,10620,"Rural residential, non-municipal public water supply systems, unincorporated area commercial, and irrigated turf for unincorporated area golf courses, cemeteries, and playing fields",0,0,0,0,8314,27507,46441,46441,0
"147","77,124,125",NA,2021,"SANTA YNEZ RIVER VALLEY","3-015","Multiple Annual Reports","Entire Basin","Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",60589,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",43241,0,0,0,17348,42088,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",0,0,0,0,0,18501,60589,60589,0
"148","103",NA,2021,"SCOTT RIVER VALLEY","1-005","Single Annual Report","Entire Basin","Sum of surface and groundwater use. ",66000,"",40000,0,0,0,26000,39000,"Surface water use is not divided into water use sectors and is estimated as a total value. ",0,0,0,0,26000,1000,66000,66000,0
"149","161",NA,2021,"SIERRA VALLEY","5-012.01","Single Annual Report","Entire Basin","Totalizer, Estimated from previously reported diversions, Weir",30488,"",15702,0,0,0,14786,29639,"",0,0,0,0,0,849,30488,30488,0
"150","159",NA,2021,"SOLANO","5-021.66","Single Annual Report","Entire Basin","Total water use was calculated from model estimates and direct meter readings",772240,"",240870,0,0,8100,531370,675430,"",0,0,47860,10080,0,38870,772240,780340,8100
"151","162",NA,2021,"SONOMA VALLEY","2-002.02","Single Annual Report","Entire Basin","Direct metered for public water supply systems, including municipal. Land use estimates for all other users.",13551,"",6716,0,1416,0,5419,7358,"Rural residential, non-municipal public water supply systems, unincorporated area commercial, and irrigated turf for unincorporated area golf courses, cemeteries, and playing fields",0,0,0,0,2308,3885,13551,13551,0
"152","136",NA,2021,"SOUTH AMERICAN","5-021.65","Single Annual Report","Entire Basin","Groundwater extraction estimate for Municipal Wells was provided by the Municipal purveyers in the basin. Groundwater extractions for agricultural and agricultural residential water users were estimated by the Cosumnes-South American-North American (CoSANA) model based on factors including land use, evapotranspiration, and precipitation. The Cosumnes-South American-North American Integrated Water Resources Model (CoSANA) is a regional integrated water that covers the North American Subbasin (NASb), South American Subbasin (SASb), and the Cosumnes Subbasin (CoSb). CoSANA is built on the Integrated Water Flow Model (IWFM) framework, and is developed with specific features to support development of sustainable groundwater management strategies and policies and compliance with SGMA.",358600,"remediation",199300,24800,0,0,134500,188900,"",0,0,0,0,0,145000,333900,358600,24700
"153","148",NA,2021,"SOUTH YUBA","5-021.61","Single Annual Report","Entire Basin","Groundwater extraction is estimated for Urban using metered data reported by the Beale Air Force Base, Linda County Water District, Olivehurst Public Utilities District, and City of Wheatland. Agricultural and Rural Residential groundwater extractions are estimated using the Yuba Groundwater Model (YGM). Agricultural - Deficiency Pumping is based on metered data reported by the Member Units. Plumas Mutual Water Company - Groundwater Transfers are based on metered data reported by Plumas Mutual Water Company. Surface water is estimated using the YGM and is the amount of surface water diverted to meet agricultural demand. This includes the surface water consumptively used by the crop and the surface water that percolates to the groundwater system as part of the irrigation process. These surface water values differ from diverted amounts in that they do not include conveyance losses and operational flows (the amount diverted at the headgate but not used and spilled at a downstream location).",229620,"",155860,0,0,0,73760,217800,"Rural residential",0,0,0,0,1480,10340,229620,229620,0
"154","153",NA,2021,"SUTTER","5-021.62","Single Annual Report","Entire Basin","Combination of direct and estimated volumes reported by the nine Sutter Subbasin GSAs and C2VSimFG-Sutter model.",692200,"Groundwater substitution transfers reported by Butte Water District, Garden Highway Mutual Water Company, and Sutter Extension Water District.",179300,8700,0,27300,476900,626100,"Groundwater substitution transfers reported by Butte Water District, Garden Highway Mutual Water Company, and Sutter Extension Water District.",100,0,32900,0,8700,24400,692200,692200,0
"155","95",NA,2021,"TEMESCAL","8-002.09","Single Annual Report","Entire Basin","Meters, model estimations",36634,"Imported Water ",17325,15635,3674,0,0,483,"",278,0,0,0,0,35873,36634,36634,0
